seed,comparison,metric,variant_A,variant_B,value_A,value_B,absolute_difference,relative_difference_percent,outcome_A_lower_is_better,scenario_fingerprint
1017,time_aware_vs_distance_oriented,high_priority_mean_delay,time_aware,distance_oriented,15.888105184939072,93.41679125888103,-77.52868607394197,-82.99223836439725,win,72341d894d303a21a7b7385423f3ed5c4250929c5dc473e72e4685146eeb4826
1017,time_aware_vs_distance_oriented,mean_delay,time_aware,distance_oriented,30.842056944409524,84.82847209583566,-53.986415151426144,-63.64185728871144,win,72341d894d303a21a7b7385423f3ed5c4250929c5dc473e72e4685146eeb4826
1017,time_aware_vs_distance_oriented,total_travel_time,time_aware,distance_oriented,163.41807513102873,107.88522737405331,55.532847756975414,51.47400539318993,loss,72341d894d303a21a7b7385423f3ed5c4250929c5dc473e72e4685146eeb4826
1018,time_aware_vs_distance_oriented,weighted_delay,time_aware,distance_oriented,1708.6184552770048,6071.140970279618,-4362.5225150026135,-71.85671583576637,win,b1446478e076bfc668b0fcf01ad993642d88d77d4c5d19fa6b07fcb513e6b2b7
1018,time_aware_vs_distance_oriented,weighted_mean_delay,time_aware,distance_oriented,17.258772275525303,61.32465626545069,-44.06588398992539,-71.85671583576635,win,b1446478e076bfc668b0fcf01ad993642d88d77d4c5d19fa6b07fcb513e6b2b7
1018,time_aware_vs_distance_oriented,high_priority_mean_delay,time_aware,distance_oriented,18.337884390154997,63.00774438200048,-44.669859991845485,-70.89582467993631,win,b1446478e076bfc668b0fcf01ad993642d88d77d4c5d19fa6b07fcb513e6b2b7
1018,time_aware_vs_distance_oriented,mean_delay,time_aware,distance_oriented,19.06606537316047,63.92357801652382,-44.85751264336335,-70.17365741286882,win,b1446478e076bfc668b0fcf01ad993642d88d77d4c5d19fa6b07fcb513e6b2b7
1018,time_aware_vs_distance_oriented,total_travel_time,time_aware,distance_oriented,189.61644409799555,104.68110807789496,84.93533602010059,81.13721528138467,loss,b1446478e076bfc668b0fcf01ad993642d88d77d4c5d19fa6b07fcb513e6b2b7
1019,time_aware_vs_distance_oriented,weighted_delay,time_aware,distance_oriented,2410.8747291950817,9142.39554817356,-6731.520818978477,-73.629726295569,win,41599d3a2ad85dcbf0373acf94c1d1426055091064071f7b16b65e88a6653bb4
1019,time_aware_vs_distance_oriented,weighted_mean_delay,time_aware,distance_oriented,21.719592154910647,82.36392385741946,-60.64433170250882,-73.62972629556901,win,41599d3a2ad85dcbf0373acf94c1d1426055091064071f7b16b65e88a6653bb4
1019,time_aware_vs_distance_oriented,high_priority_mean_delay,time_aware,distance_oriented,17.92556628529919,69.27460241560117,-51.349036130301975,-74.12389871578358,win,41599d3a2ad85dcbf0373acf94c1d1426055091064071f7b16b65e88a6653bb4
1019,time_aware_vs_distance_oriented,mean_delay,time_aware,distance_oriented,26.43754720059693,83.43545138602727,-56.997904185430336,-68.31377218985793,win,41599d3a2ad85dcbf0373acf94c1d1426055091064071f7b16b65e88a6653bb4
1019,time_aware_vs_distance_oriented,total_travel_time,time_aware,distance_oriented,167.98001513607986,103.33427677533712,64.64573836074274,62.55982078559609,loss,41599d3a2ad85dcbf0373acf94c1d1426055091064071f7b16b65e88a6653bb4
1020,time_aware_vs_distance_oriented,weighted_delay,time_aware,distance_oriented,1986.935446869603,8757.323283441021,-6770.387836571418,-77.31115567439832,win,c1b2e7bffc88ced63df8b78c0569a1865011ba09f9723afd0b11e1c6cdcd1d43
